Order_ID,Restaurant_ID,Order_Date,Expected_Delivery_Time,Actual_Delivery_Time,Total_Amount,Order_Status,Payment_Method,Dish_Name,Customer_ID
O0565,R034,2023-01-08 10:00:00,33,38,809.91,Completed,Cash,Dal Makhani,C039
O0566,R026,2023-08-06 10:00:00,31,41,798.93,Completed,Cash,Hakka Noodles,C025
O0567,R034,2023-03-30 00:00:00,28,42,822.38,Completed,Net Banking,Pasta Alfredo,C012
O0568,R042,2023-04-24 04:00:00,30,32,713.42,Completed,Net Banking,Samosa Chaat,C121
O0569,R090,2023-02-16 22:00:00,29,45,304.84,Completed,Cash,Veg Manchurian,C006
O0570,R091,2023-04-28 10:00:00,39,47,849.23,Completed,Net Banking,Veg Manchurian,C059
O0571,R033,2023-02-03 20:00:00,42,38,340.44,Completed,Net Banking,Masala Dosa,C129
O0572,R034,2023-07-29 08:00:00,38,39,854.5,Completed,UPI,Paneer Butter Masala,C058
O0573,R067,2023-07-11 12:00:00,30,45,682.84,Completed,UPI,Egg Fried Rice,C182
O0574,R059,2023-05-23 12:00:00,26,38,866.0,Completed,Net Banking,Chicken Biryani,C119
O0575,R020,2023-09-27 20:00:00,34,29,607.36,Completed,Cash,Paneer Butter Masala,C190
O0576,R097,2023-09-16 16:00:00,40,23,161.54,Completed,UPI,Chole Bhature,C088
O0577,R058,2023-01-24 02:00:00,43,34,934.62,Completed,Credit Card,Chicken Biryani,C091
O0578,R071,2023-03-27 20:00:00,27,47,632.22,Completed,UPI,Egg Fried Rice,C112
O0579,R020,2023-07-14 16:00:00,36,32,529.39,Completed,UPI,Chole Bhature,C142
O0580,R005,2023-02-05 12:00:00,45,33,538.63,Completed,Cash,Chicken Wings,C089
O0581,R081,2023-06-27 16:00:00,28,36,631.13,Completed,Cash,Dal Makhani,C084
O0582,R075,2023-01-26 14:00:00,28,34,814.67,Completed,Cash,Chole Bhature,C152
O0583,R023,2023-07-20 02:00:00,40,35,418.88,Completed,Credit Card,Chicken Biryani,C199
O0584,R083,2023-02-13 18:00:00,32,38,514.31,Completed,Cash,Chicken Wings,C059
O0585,R066,2023-06-15 14:00:00,41,35,311.95,Completed,Credit Card,Veg Thali,C018
O0586,R005,2023-01-12 18:00:00,26,28,558.19,Completed,Credit Card,Garlic Naan,C072
O0587,R097,2023-06-27 12:00:00,25,46,810.38,Completed,UPI,Paneer Butter Masala,C080
O0588,R041,2023-09-24 20:00:00,43,35,186.25,Completed,Credit Card,Chicken Wings,C194
O0589,R010,2023-03-18 06:00:00,27,24,870.43,Completed,Cash,Margherita Pizza,C169
O0590,R025,2023-04-29 12:00:00,39,31,285.57,Completed,Credit Card,Chole Bhature,C034
O0591,R083,2023-02-03 00:00:00,33,48,288.9,Completed,Cash,Garlic Naan,C001
O0592,R059,2023-07-10 08:00:00,43,51,330.06,Completed,Net Banking,Paneer Butter Masala,C053
O0593,R079,2023-08-30 10:00:00,33,29,779.61,Completed,Net Banking,Chicken Wings,C195
O0594,R031,2023-03-16 00:00:00,42,48,733.51,Completed,Credit Card,Chicken Shawarma,C088
O0595,R059,2023-03-02 10:00:00,37,32,870.65,Completed,UPI,Garlic Naan,C073
O0596,R067,2023-08-25 18:00:00,30,39,310.66,Completed,Cash,Egg Fried Rice,C173
O0597,R021,2023-08-15 10:00:00,32,30,918.6,Completed,UPI,Veg Manchurian,C118
O0598,R091,2023-03-20 12:00:00,45,39,287.05,Completed,UPI,Paneer Butter Masala,C036
O0599,R043,2023-05-17 04:00:00,28,28,286.49,Completed,Cash,Hakka Noodles,C042
O0600,R084,2023-03-10 16:00:00,43,34,507.77,Completed,UPI,Butter Chicken,C032
O0601,R018,2023-07-27 18:00:00,41,39,435.09,Completed,Credit Card,Chicken Shawarma,C191
O0602,R061,2023-08-27 08:00:00,30,38,795.87,Completed,Credit Card,Mutton Rogan Josh,C131
O0603,R099,2023-09-12 08:00:00,40,28,724.24,Completed,Credit Card,Paneer Butter Masala,C182
O0604,R072,2023-05-30 20:00:00,45,49,200.7,Completed,UPI,Hakka Noodles,C174
O0605,R008,2023-04-29 22:00:00,45,28,243.32,Completed,Credit Card,Veg Thali,C148
O0606,R070,2023-02-23 22:00:00,32,28,596.37,Completed,Credit Card,Egg Fried Rice,C130
O0607,R011,2023-04-02 20:00:00,25,26,238.49,Completed,Net Banking,Chicken Wings,C194
O0608,R067,2023-09-04 00:00:00,32,48,627.63,Completed,Credit Card,Margherita Pizza,C023
O0609,R044,2023-04-29 22:00:00,29,29,760.92,Completed,Cash,Chicken Wings,C040
O0610,R001,2023-07-06 18:00:00,44,33,675.94,Completed,UPI,Hakka Noodles,C099
O0611,R100,2023-03-10 12:00:00,29,41,158.02,Completed,Cash,Paneer Butter Masala,C105
O0612,R011,2023-03-15 18:00:00,45,40,945.62,Completed,Net Banking,Fish Curry,C101
O0613,R014,2023-06-08 22:00:00,29,54,366.26,Completed,UPI,Chicken Shawarma,C011
O0614,R055,2023-04-18 02:00:00,43,37,539.17,Completed,UPI,Masala Dosa,C118
O0615,R078,2023-02-13 20:00:00,44,46,595.99,Completed,UPI,Chicken Shawarma,C170
O0616,R046,2023-04-05 10:00:00,30,31,980.77,Completed,Net Banking,Veg Thali,C150
O0617,R073,2023-07-11 12:00:00,27,38,412.8,Completed,Net Banking,Chicken Shawarma,C077
O0618,R058,2023-08-15 18:00:00,28,38,709.0,Completed,UPI,Veg Manchurian,C098
O0619,R043,2023-09-22 22:00:00,33,49,862.66,Completed,Credit Card,Garlic Naan,C028
O0620,R049,2023-09-20 16:00:00,28,29,629.89,Completed,Net Banking,Dal Makhani,C046
O0621,R066,2023-01-01 02:00:00,33,36,339.43,Completed,Net Banking,Samosa Chaat,C053
O0622,R047,2023-01-29 10:00:00,44,50,386.38,Completed,UPI,Veg Thali,C143
O0623,R082,2023-08-14 08:00:00,39,47,261.14,Completed,Net Banking,Dal Makhani,C091
O0624,R016,2023-10-07 14:00:00,43,39,772.21,Completed,Credit Card,Garlic Naan,C104
O0625,R018,2023-04-22 22:00:00,33,47,571.05,Completed,UPI,Mutton Rogan Josh,C158
O0626,R041,2023-04-16 06:00:00,43,39,429.93,Completed,UPI,Butter Chicken,C165
O0627,R003,2023-08-30 02:00:00,38,44,930.51,Completed,Cash,Masala Dosa,C033
O0628,R024,2023-09-24 22:00:00,26,42,319.77,Completed,UPI,Dal Makhani,C183
O0629,R094,2023-04-21 08:00:00,27,49,257.77,Completed,Net Banking,Margherita Pizza,C133
O0630,R017,2023-01-12 22:00:00,29,42,677.48,Completed,Cash,Paneer Tikka,C193
O0631,R003,2023-01-29 20:00:00,39,36,484.67,Completed,Net Banking,Paneer Butter Masala,C074
O0632,R044,2023-07-28 18:00:00,26,34,472.29,Completed,Net Banking,Garlic Naan,C096
O0633,R078,2023-01-05 18:00:00,36,32,650.8,Completed,Cash,Egg Fried Rice,C158
O0634,R025,2023-04-10 18:00:00,35,33,667.77,Completed,UPI,Samosa Chaat,C108
O0635,R006,2023-10-02 04:00:00,33,32,166.31,Completed,Net Banking,Chicken Shawarma,C135
O0636,R053,2023-02-09 02:00:00,45,40,233.64,Completed,Net Banking,Tandoori Chicken,C195
O0637,R083,2023-02-26 18:00:00,38,30,190.45,Completed,Net Banking,Hakka Noodles,C110
O0638,R008,2023-08-31 22:00:00,37,37,178.82,Completed,UPI,Egg Fried Rice,C067
O0639,R090,2023-04-04 22:00:00,25,35,329.63,Completed,Net Banking,Paneer Tikka,C087
O0640,R040,2023-03-10 16:00:00,34,37,923.81,Completed,Credit Card,Egg Fried Rice,C168
O0641,R050,2023-06-25 00:00:00,45,40,215.1,Completed,Credit Card,Butter Chicken,C145
O0642,R007,2023-07-09 06:00:00,32,25,314.3,Completed,Net Banking,Butter Chicken,C005
O0643,R077,2023-04-29 04:00:00,31,45,640.19,Completed,Credit Card,Pasta Alfredo,C105
O0644,R099,2023-06-03 06:00:00,27,31,471.83,Completed,Cash,Paneer Butter Masala,C009
O0645,R092,2023-01-31 08:00:00,43,50,715.9,Completed,Cash,Paneer Tikka,C074
O0646,R022,2023-05-22 12:00:00,29,23,325.98,Completed,Cash,Pasta Alfredo,C152
O0647,R046,2023-06-21 14:00:00,32,22,735.95,Completed,Net Banking,Pasta Alfredo,C117
O0648,R010,2023-07-01 12:00:00,41,33,213.57,Completed,Cash,Samosa Chaat,C177
O0649,R053,2023-05-20 14:00:00,31,21,450.42,Completed,Credit Card,Mutton Rogan Josh,C107
O0650,R007,2023-02-11 20:00:00,39,34,513.19,Completed,Credit Card,Dal Makhani,C184
O0651,R057,2023-01-28 10:00:00,35,35,672.04,Completed,Credit Card,Dal Makhani,C061
O0652,R046,2023-07-22 14:00:00,25,44,164.92,Completed,Cash,Mutton Rogan Josh,C034
O0653,R078,2023-06-08 00:00:00,33,43,177.32,Completed,UPI,Samosa Chaat,C030
O0654,R080,2023-04-21 14:00:00,38,27,247.84,Completed,Cash,Chole Bhature,C192
O0655,R097,2023-03-01 10:00:00,43,42,661.33,Completed,UPI,Paneer Butter Masala,C063
O0656,R033,2023-04-12 04:00:00,41,36,523.72,Completed,Credit Card,Pasta Alfredo,C193
O0657,R087,2023-03-24 06:00:00,42,51,739.23,Completed,Credit Card,Chole Bhature,C102
O0658,R040,2023-08-03 10:00:00,29,31,530.44,Completed,UPI,Veg Manchurian,C034
O0659,R073,2023-05-30 02:00:00,35,31,156.35,Completed,Credit Card,Egg Fried Rice,C067
O0660,R059,2023-08-18 22:00:00,43,32,358.89,Completed,Cash,Chicken Wings,C145
O0661,R053,2023-08-27 12:00:00,45,36,942.17,Completed,Net Banking,Garlic Naan,C136
O0662,R024,2023-04-08 20:00:00,42,40,857.78,Completed,Cash,Garlic Naan,C180
O0663,R004,2023-01-11 16:00:00,37,46,788.74,Completed,Credit Card,Egg Fried Rice,C122
O0664,R059,2023-01-08 18:00:00,31,32,418.83,Completed,Credit Card,Egg Fried Rice,C190
O0665,R034,2023-01-03 18:00:00,34,27,763.27,Completed,Credit Card,Chicken Biryani,C049
O0666,R025,2023-08-06 22:00:00,28,35,385.1,Completed,UPI,Veg Manchurian,C069
O0667,R050,2023-04-02 22:00:00,39,22,178.16,Completed,UPI,Garlic Naan,C080
O0668,R009,2023-01-27 00:00:00,45,37,482.34,Completed,Credit Card,Egg Fried Rice,C054
O0669,R046,2023-08-14 16:00:00,45,43,738.84,Completed,Net Banking,Chicken Biryani,C058
O0670,R013,2023-04-17 20:00:00,33,33,357.08,Completed,UPI,Paneer Butter Masala,C129
O0671,R016,2023-04-19 04:00:00,32,25,990.1,Completed,Cash,Veg Manchurian,C093
O0672,R004,2023-07-06 22:00:00,45,40,418.5,Completed,Credit Card,Masala Dosa,C167
O0673,R045,2023-08-12 00:00:00,33,33,680.97,Completed,UPI,Pasta Alfredo,C200
O0674,R003,2023-04-09 02:00:00,34,37,239.5,Completed,UPI,Tandoori Chicken,C061
O0675,R023,2023-01-17 12:00:00,27,24,225.21,Completed,Net Banking,Margherita Pizza,C012
O0676,R052,2023-09-25 08:00:00,36,46,830.95,Completed,Credit Card,Garlic Naan,C188
O0677,R079,2023-08-30 18:00:00,29,47,658.2,Completed,UPI,Pasta Alfredo,C158
O0678,R089,2023-03-26 22:00:00,39,40,240.27,Completed,Net Banking,Chole Bhature,C078
O0679,R084,2023-08-25 06:00:00,25,32,482.82,Completed,UPI,Dal Makhani,C080
O0680,R002,2023-06-26 08:00:00,37,49,683.89,Completed,Net Banking,Tandoori Chicken,C154
O0681,R042,2023-02-17 18:00:00,45,44,833.39,Completed,Cash,Samosa Chaat,C126
O0682,R059,2023-03-30 14:00:00,39,31,522.61,Completed,UPI,Chole Bhature,C138
O0683,R071,2023-07-23 18:00:00,26,49,539.74,Completed,UPI,Chicken Wings,C076
O0684,R096,2023-01-20 02:00:00,45,24,894.5,Completed,Credit Card,Mutton Rogan Josh,C141
O0685,R089,2023-09-26 06:00:00,34,39,649.75,Completed,Cash,Veg Manchurian,C102
O0686,R064,2023-05-13 14:00:00,41,32,805.75,Completed,Net Banking,Tandoori Chicken,C108
O0687,R061,2023-05-23 20:00:00,44,46,616.21,Completed,Credit Card,Hakka Noodles,C091
O0688,R011,2023-04-06 20:00:00,38,43,738.45,Completed,Net Banking,Samosa Chaat,C032
O0689,R007,2023-07-18 18:00:00,39,22,835.88,Completed,UPI,Mutton Rogan Josh,C001
O0690,R069,2023-03-18 22:00:00,44,39,858.69,Completed,Net Banking,Chole Bhature,C190
O0691,R052,2023-03-28 12:00:00,43,27,306.57,Completed,Net Banking,Mutton Rogan Josh,C033
O0692,R034,2023-04-17 18:00:00,41,37,748.97,Completed,UPI,Pasta Alfredo,C089
O0693,R004,2023-10-03 22:00:00,31,27,756.62,Completed,Net Banking,Garlic Naan,C025
O0694,R083,2023-07-01 20:00:00,30,37,518.19,Completed,Credit Card,Dal Makhani,C171
O0695,R067,2023-06-17 00:00:00,25,44,408.11,Completed,Credit Card,Chicken Wings,C024
O0696,R013,2023-06-03 04:00:00,33,43,325.81,Completed,UPI,Pasta Alfredo,C056
O0697,R011,2023-08-30 18:00:00,28,37,950.06,Completed,Cash,Chicken Biryani,C069
O0698,R043,2023-02-11 22:00:00,37,45,732.88,Completed,Credit Card,Butter Chicken,C186
O0699,R046,2023-05-25 14:00:00,33,25,934.35,Completed,UPI,Chole Bhature,C111
O0700,R013,2023-05-08 18:00:00,31,47,693.33,Completed,Credit Card,Mutton Rogan Josh,C153
O0701,R061,2023-02-27 20:00:00,40,38,413.27,Completed,Credit Card,Tandoori Chicken,C126
O0702,R005,2023-06-27 16:00:00,40,35,814.91,Completed,UPI,Paneer Tikka,C010
O0703,R020,2023-01-18 12:00:00,33,43,885.85,Completed,UPI,Pasta Alfredo,C164
O0704,R067,2023-03-20 20:00:00,41,31,843.41,Completed,Net Banking,Mutton Rogan Josh,C105
O0705,R081,2023-08-30 00:00:00,37,33,612.5,Completed,Cash,Pasta Alfredo,C004
O0706,R037,2023-10-03 18:00:00,29,45,574.35,Completed,UPI,Paneer Butter Masala,C188
O0707,R005,2023-06-12 22:00:00,44,35,846.59,Completed,Credit Card,Butter Chicken,C096
O0708,R001,2023-05-11 22:00:00,40,43,750.6,Completed,Net Banking,Veg Manchurian,C024
O0709,R049,2023-01-11 10:00:00,33,38,221.14,Completed,UPI,Margherita Pizza,C118
O0710,R044,2023-03-23 08:00:00,30,48,795.29,Completed,UPI,Egg Fried Rice,C179
O0711,R021,2023-01-28 16:00:00,25,32,845.25,Completed,UPI,Mutton Rogan Josh,C073
O0712,R071,2023-04-16 04:00:00,31,24,579.31,Completed,Net Banking,Garlic Naan,C050
O0713,R090,2023-02-03 14:00:00,35,42,338.81,Completed,Net Banking,Chicken Wings,C086
O0714,R019,2023-10-09 10:00:00,33,43,534.79,Completed,Cash,Paneer Butter Masala,C119
O0715,R021,2023-03-04 08:00:00,28,44,572.45,Completed,Cash,Paneer Tikka,C102
O0716,R023,2023-02-13 22:00:00,25,46,851.61,Completed,UPI,Chicken Shawarma,C127
O0717,R100,2023-05-30 08:00:00,38,47,571.29,Completed,Cash,Dal Makhani,C004
O0718,R021,2023-01-06 04:00:00,34,37,884.99,Completed,Cash,Hakka Noodles,C066
O0719,R082,2023-09-15 06:00:00,35,41,510.64,Completed,Net Banking,Garlic Naan,C094
O0720,R088,2023-05-04 14:00:00,44,39,300.97,Completed,Cash,Paneer Tikka,C032
O0721,R032,2023-06-29 08:00:00,31,36,498.38,Completed,UPI,Dal Makhani,C123
O0722,R080,2023-05-22 06:00:00,35,47,829.42,Completed,UPI,Mutton Rogan Josh,C084
O0723,R043,2023-02-12 12:00:00,38,41,668.13,Completed,UPI,Mutton Rogan Josh,C155
O0724,R004,2023-06-29 22:00:00,29,44,926.22,Completed,Net Banking,Garlic Naan,C075
O0725,R062,2023-03-26 02:00:00,45,28,752.88,Completed,UPI,Samosa Chaat,C193
O0726,R081,2023-06-20 14:00:00,28,31,742.13,Completed,Net Banking,Fish Curry,C159
O0727,R087,2023-04-07 02:00:00,32,31,934.91,Completed,Cash,Tandoori Chicken,C052
O0728,R051,2023-04-02 14:00:00,36,33,761.06,Completed,UPI,Samosa Chaat,C147
O0729,R006,2023-05-18 22:00:00,40,26,612.86,Completed,UPI,Paneer Butter Masala,C057
O0730,R029,2023-05-28 06:00:00,39,33,886.83,Completed,Credit Card,Paneer Butter Masala,C155
O0731,R031,2023-06-10 16:00:00,30,48,932.53,Completed,Cash,Paneer Tikka,C017
O0732,R082,2023-08-27 00:00:00,36,45,937.54,Completed,Cash,Masala Dosa,C049
O0733,R037,2023-01-20 22:00:00,38,36,342.38,Completed,Credit Card,Chicken Shawarma,C087
O0734,R043,2023-02-26 00:00:00,38,26,574.73,Completed,Cash,Paneer Tikka,C067
O0735,R022,2023-08-31 00:00:00,38,45,692.84,Completed,UPI,Veg Manchurian,C003
O0736,R031,2023-06-28 22:00:00,36,44,192.39,Completed,Net Banking,Egg Fried Rice,C057
O0737,R046,2023-05-02 22:00:00,43,35,501.46,Completed,UPI,Egg Fried Rice,C122
O0738,R029,2023-03-11 02:00:00,28,39,664.0,Completed,Credit Card,Paneer Tikka,C106
O0739,R021,2023-03-27 00:00:00,27,49,864.64,Completed,UPI,Garlic Naan,C112
O0740,R054,2023-02-21 14:00:00,42,40,185.72,Completed,UPI,Chole Bhature,C087
O0741,R060,2023-03-17 12:00:00,39,36,423.03,Completed,Cash,Veg Thali,C134
O0742,R047,2023-09-30 16:00:00,29,51,418.01,Completed,Net Banking,Paneer Butter Masala,C188
O0743,R073,2023-04-13 16:00:00,28,35,288.68,Completed,Net Banking,Chicken Shawarma,C035
O0744,R018,2023-09-27 06:00:00,25,32,426.43,Completed,UPI,Tandoori Chicken,C127
O0745,R050,2023-02-19 14:00:00,41,39,992.67,Completed,UPI,Pasta Alfredo,C195
O0746,R073,2023-03-05 14:00:00,37,36,567.04,Completed,UPI,Masala Dosa,C036
O0747,R099,2023-07-08 06:00:00,45,35,212.17,Completed,Net Banking,Chole Bhature,C020
O0748,R002,2023-03-27 10:00:00,40,43,817.84,Completed,UPI,Chicken Wings,C164
O0749,R021,2023-07-05 16:00:00,32,20,987.97,Completed,Credit Card,Samosa Chaat,C133
O0750,R075,2023-01-10 06:00:00,37,48,933.33,Completed,Credit Card,Mutton Rogan Josh,C178
O0751,R001,2023-03-03 20:00:00,45,51,668.54,Completed,Net Banking,Hakka Noodles,C149
O0752,R088,2023-03-21 08:00:00,28,38,492.07,Completed,UPI,Veg Manchurian,C065
O0753,R050,2023-10-08 02:00:00,38,30,847.9,Completed,Credit Card,Mutton Rogan Josh,C177
O0754,R092,2023-09-04 08:00:00,26,31,637.23,Completed,UPI,Pasta Alfredo,C051
O0755,R023,2023-05-23 10:00:00,34,39,301.62,Completed,Net Banking,Samosa Chaat,C189
O0756,R020,2023-08-29 16:00:00,44,44,714.72,Completed,UPI,Chicken Biryani,C090
O0757,R003,2023-02-23 12:00:00,30,42,554.12,Completed,Net Banking,Butter Chicken,C084
O0758,R004,2023-03-25 00:00:00,34,35,743.94,Completed,Credit Card,Chole Bhature,C073
O0759,R042,2023-09-16 18:00:00,33,38,325.09,Completed,Net Banking,Pasta Alfredo,C022
O0760,R066,2023-07-11 02:00:00,41,40,396.61,Completed,Credit Card,Veg Manchurian,C106
O0761,R001,2023-02-13 22:00:00,28,27,408.95,Completed,Cash,Paneer Tikka,C137
O0762,R005,2023-07-18 10:00:00,42,31,396.79,Completed,Net Banking,Fish Curry,C023
O0763,R007,2023-08-21 12:00:00,35,46,747.95,Completed,Credit Card,Tandoori Chicken,C129
O0764,R100,2023-02-27 08:00:00,25,32,448.35,Completed,Cash,Chicken Wings,C165
O0765,R015,2023-09-12 06:00:00,29,26,715.62,Completed,Net Banking,Egg Fried Rice,C105
O0766,R074,2023-03-26 14:00:00,25,30,163.0,Completed,Credit Card,Masala Dosa,C060
O0767,R079,2023-06-28 20:00:00,27,32,171.25,Completed,Net Banking,Egg Fried Rice,C065
O0768,R019,2023-09-22 04:00:00,35,46,548.03,Completed,UPI,Mutton Rogan Josh,C042
O0769,R100,2023-04-13 04:00:00,35,30,929.21,Completed,UPI,Chicken Wings,C035
O0770,R020,2023-09-30 14:00:00,39,42,189.97,Completed,Cash,Chicken Shawarma,C061
O0771,R087,2023-09-29 08:00:00,31,33,222.88,Completed,Net Banking,Dal Makhani,C048
O0772,R049,2023-08-30 22:00:00,32,26,999.86,Completed,Cash,Chicken Biryani,C025
O0773,R004,2023-09-11 06:00:00,36,34,414.37,Completed,Credit Card,Dal Makhani,C060
O0774,R054,2023-01-08 04:00:00,43,47,212.85,Completed,Credit Card,Chicken Biryani,C073
O0775,R056,2023-09-04 10:00:00,39,40,203.14,Completed,UPI,Chicken Shawarma,C066
O0776,R073,2023-06-07 06:00:00,33,24,218.09,Completed,Credit Card,Margherita Pizza,C010
O0777,R088,2023-09-27 14:00:00,42,30,340.36,Completed,Credit Card,Hakka Noodles,C144
O0778,R043,2023-03-10 04:00:00,30,42,649.85,Completed,Net Banking,Chicken Wings,C026
O0779,R092,2023-01-22 06:00:00,39,33,179.35,Completed,Cash,Fish Curry,C105
O0780,R032,2023-05-21 14:00:00,37,44,864.12,Completed,UPI,Paneer Butter Masala,C073
O0781,R018,2023-02-27 06:00:00,25,26,950.32,Completed,Credit Card,Chole Bhature,C158
O0782,R047,2023-05-11 00:00:00,28,26,433.61,Completed,Cash,Hakka Noodles,C158
O0783,R066,2023-06-22 12:00:00,25,30,855.51,Completed,UPI,Butter Chicken,C084
O0784,R028,2023-05-13 08:00:00,28,48,667.11,Completed,Cash,Hakka Noodles,C200
O0785,R069,2023-03-14 12:00:00,35,45,170.29,Completed,Net Banking,Dal Makhani,C027
O0786,R052,2023-05-12 08:00:00,31,48,854.32,Completed,Net Banking,Butter Chicken,C017
O0787,R010,2023-07-02 00:00:00,34,23,978.85,Completed,UPI,Chicken Biryani,C102
O0788,R017,2023-06-29 14:00:00,42,37,773.44,Completed,UPI,Chole Bhature,C186
O0789,R053,2023-06-18 08:00:00,28,39,769.05,Completed,Net Banking,Chole Bhature,C020
O0790,R073,2023-02-05 04:00:00,41,44,493.53,Completed,Credit Card,Pasta Alfredo,C138
O0791,R085,2023-02-13 06:00:00,34,39,877.04,Completed,Net Banking,Egg Fried Rice,C043
O0792,R045,2023-01-30 08:00:00,27,44,172.04,Completed,Net Banking,Margherita Pizza,C170
O0793,R013,2023-07-01 20:00:00,28,21,452.55,Completed,Credit Card,Chicken Biryani,C006
O0794,R056,2023-01-04 22:00:00,42,46,854.49,Completed,Net Banking,Margherita Pizza,C171
O0795,R056,2023-10-09 14:00:00,44,39,295.07,Completed,UPI,Garlic Naan,C124
O0796,R032,2023-01-28 20:00:00,34,28,311.71,Completed,Credit Card,Paneer Butter Masala,C158
O0797,R061,2023-01-04 14:00:00,26,47,194.81,Completed,UPI,Paneer Butter Masala,C057
O0798,R049,2023-09-12 22:00:00,32,21,174.82,Completed,UPI,Garlic Naan,C048
O0799,R029,2023-03-24 22:00:00,28,49,903.84,Completed,Cash,Fish Curry,C110
O0800,R051,2023-09-12 12:00:00,30,29,804.79,Completed,UPI,Margherita Pizza,C109
O0801,R031,2023-05-16 02:00:00,39,28,612.32,Completed,Credit Card,Paneer Tikka,C074
O0802,R083,2023-06-03 16:00:00,30,52,868.06,Completed,Net Banking,Chicken Biryani,C153
O0803,R062,2023-08-19 02:00:00,30,22,278.95,Completed,Net Banking,Chicken Wings,C100
O0804,R051,2023-04-05 02:00:00,39,52,987.33,Completed,Net Banking,Egg Fried Rice,C112
O0805,R075,2023-05-21 18:00:00,33,40,763.77,Completed,UPI,Garlic Naan,C125
O0806,R009,2023-04-28 20:00:00,30,40,845.91,Completed,Credit Card,Margherita Pizza,C022
O0807,R033,2023-08-14 20:00:00,39,40,369.06,Completed,Credit Card,Tandoori Chicken,C036
O0808,R036,2023-05-16 06:00:00,43,32,166.29,Completed,Credit Card,Chicken Wings,C073
O0809,R068,2023-03-30 02:00:00,25,39,670.49,Completed,Credit Card,Samosa Chaat,C018
O0810,R048,2023-09-05 20:00:00,42,32,787.42,Completed,Net Banking,Samosa Chaat,C030
O0811,R070,2023-01-27 02:00:00,37,44,938.83,Completed,Credit Card,Paneer Butter Masala,C116
O0812,R003,2023-09-18 02:00:00,25,50,276.69,Completed,Credit Card,Pasta Alfredo,C113
O0813,R078,2023-02-23 20:00:00,28,32,340.52,Completed,UPI,Egg Fried Rice,C184
O0814,R079,2023-07-20 00:00:00,28,32,671.12,Completed,Net Banking,Veg Thali,C073
O0815,R100,2023-03-24 18:00:00,34,38,842.63,Completed,Cash,Pasta Alfredo,C118
O0816,R061,2023-09-10 20:00:00,27,38,402.44,Completed,Cash,Paneer Tikka,C162
O0817,R031,2023-03-13 14:00:00,45,30,482.62,Completed,Credit Card,Chicken Biryani,C152
O0818,R036,2023-01-16 10:00:00,37,47,742.14,Completed,Net Banking,Chicken Biryani,C084
O0819,R006,2023-09-17 22:00:00,31,32,216.3,Completed,Cash,Hakka Noodles,C142
O0820,R079,2023-01-19 06:00:00,33,45,555.07,Completed,Credit Card,Fish Curry,C061
O0821,R042,2023-06-24 12:00:00,37,32,377.81,Completed,Cash,Garlic Naan,C065
O0822,R051,2023-10-04 04:00:00,32,51,178.52,Completed,Cash,Chicken Shawarma,C044
O0823,R081,2023-01-23 20:00:00,39,27,460.95,Completed,Credit Card,Chicken Biryani,C122
O0824,R014,2023-08-25 14:00:00,45,53,403.12,Completed,Cash,Chicken Biryani,C003
O0825,R069,2023-06-02 06:00:00,44,40,910.42,Completed,Credit Card,Butter Chicken,C112
O0826,R007,2023-03-26 22:00:00,41,28,630.52,Completed,Credit Card,Paneer Butter Masala,C027
O0827,R019,2023-06-03 18:00:00,42,51,348.39,Completed,Net Banking,Veg Thali,C182
O0828,R092,2023-08-31 08:00:00,36,38,411.0,Completed,Cash,Garlic Naan,C167
O0829,R051,2023-09-23 12:00:00,30,32,595.91,Completed,Credit Card,Margherita Pizza,C043
O0830,R004,2023-09-17 20:00:00,38,27,990.29,Completed,Net Banking,Pasta Alfredo,C059
O0831,R099,2023-08-14 18:00:00,45,35,382.85,Completed,Cash,Egg Fried Rice,C176
O0832,R054,2023-02-15 20:00:00,25,41,471.16,Completed,UPI,Garlic Naan,C006
O0833,R094,2023-07-24 16:00:00,43,37,245.22,Completed,UPI,Garlic Naan,C128
O0834,R051,2023-08-02 22:00:00,38,32,215.44,Completed,UPI,Butter Chicken,C122
O0835,R056,2023-06-23 22:00:00,44,30,317.56,Completed,UPI,Pasta Alfredo,C138
O0836,R014,2023-04-09 16:00:00,32,39,702.01,Completed,Cash,Chicken Biryani,C169
O0837,R092,2023-01-05 14:00:00,34,31,731.95,Completed,Net Banking,Pasta Alfredo,C164
O0838,R059,2023-07-24 04:00:00,36,31,849.77,Completed,Net Banking,Hakka Noodles,C095
O0839,R078,2023-02-20 10:00:00,41,32,852.71,Completed,UPI,Paneer Butter Masala,C090
O0840,R060,2023-04-30 20:00:00,35,28,383.06,Completed,UPI,Chole Bhature,C130
O0841,R021,2023-08-16 14:00:00,40,54,465.78,Completed,Cash,Chicken Biryani,C162
O0842,R022,2023-05-03 04:00:00,45,48,953.42,Completed,UPI,Veg Thali,C150
O0843,R044,2023-05-06 06:00:00,39,40,595.58,Completed,Credit Card,Hakka Noodles,C188
O0844,R061,2023-04-12 10:00:00,33,30,699.18,Completed,UPI,Pasta Alfredo,C149
O0845,R053,2023-06-21 06:00:00,36,44,746.81,Completed,UPI,Egg Fried Rice,C175
O0846,R021,2023-08-08 00:00:00,33,31,934.41,Completed,Credit Card,Masala Dosa,C118
O0847,R076,2023-08-23 22:00:00,30,35,498.61,Completed,Cash,Fish Curry,C200
